datetime,instrument,"Ref($open, -2) / Ref($open, -1) - 1"
2020-09-25,SH600011,-0.007326007
2020-09-25,SH600015,0.0032361746
2020-09-25,SH600016,0.005649805
2020-09-25,SH600018,-0.00475055
2020-09-25,SH600019,0.0020284653
2020-09-25,SH600025,0.0
2020-09-25,SH600028,0.0025707483
2020-09-25,SH600029,0.024137855
2020-09-25,SH600030,0.0056535006
2020-09-28,SH600000,-0.0052631497
2020-09-28,SH600009,0.0065472126
2020-09-28,SH600010,0.0
2020-09-28,SH600011,-0.027675271
2020-09-28,SH600015,-0.008064449
2020-09-28,SH600016,-0.0037453175
2020-09-28,SH600018,0.0
2020-09-28,SH600019,0.0060727596
2020-09-28,SH600025,0.05185187
2020-09-28,SH600028,0.0
2020-09-28,SH600029,-0.018518507
2020-09-28,SH600030,0.009259224
2020-09-29,SH600000,-0.0010582805
2020-09-29,SH600009,0.0082393885
2020-09-29,SH600010,0.008695722
2020-09-29,SH600011,0.026565433
2020-09-29,SH600015,0.0016258955
2020-09-29,SH600016,-0.0037593842
2020-09-29,SH600018,0.007159829
2020-09-29,SH600019,0.012072563
2020-09-29,SH600025,-0.011737168
2020-09-29,SH600028,0.007692218
2020-09-29,SH600029,0.015437365
2020-09-29,SH600030,-0.00065529346
2020-09-30,SH600000,0.001059413
2020-09-30,SH600009,-0.005304694
2020-09-30,SH600010,0.008620739
2020-09-30,SH600011,0.0018484592
2020-09-30,SH600015,-0.0016233325
2020-09-30,SH600016,0.0018867254
2020-09-30,SH600018,0.0023696423
2020-09-30,SH600019,0.00596416
2020-09-30,SH600025,0.0071258545
2020-09-30,SH600028,1.1920929e-07
2020-09-30,SH600029,-0.010135114
2020-09-30,SH600030,0.013442636
